timestamp,mac,rssi,origem
2025-04-05 15:31:22.176000,4A:E9:21:8B:E1:CE,-64.1,-64.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.248000,52:9F:14:D9:81:25,-69.4,-69.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.251000,50:8a:06:fc:81:4d,-44.3,-44.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.254000,56:4b:54:3b:84:8f,-68.3,-68.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.257000,52:9F:14:D9:81:25,-54.2,-54.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.260000,30:cc:21:14:be:83,-55.1,-55.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.263000,22:55:7E:84:10:17,-68.6,-68.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.266000,30:cc:21:14:be:83,-73.4,-73.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.269000,56:4b:54:3b:84:8f,-70.0,-70.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.272000,4A:E9:21:8B:E1:CE,-51.8,-51.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.275000,56:4b:54:3b:84:8f,-58.6,-58.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.278000,22:55:7E:84:10:17,-70.8,-70.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.281000,30:cc:21:14:be:83,-77.7,-77.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.284000,52:9F:14:D9:81:25,-58.0,-58.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.287000,52:9F:14:D9:81:25,-59.0,-59.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.290000,52:9F:14:D9:81:25,-26.1,-26.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.293000,30:cc:21:14:be:83,-54.8,-54.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.296000,52:9F:14:D9:81:25,-54.9,-54.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.299000,22:55:7E:84:10:17,-44.9,-44.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.302000,50:8a:06:fc:81:4d,-72.2,-72.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.305000,30:cc:21:14:be:83,-72.7,-72.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.308000,50:8a:06:fc:81:4d,-61.1,-61.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.311000,22:55:7E:84:10:17,-43.3,-43.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.314000,30:cc:21:14:be:83,-53.9,-53.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.317000,50:8a:06:fc:81:4d,-23.0,-23.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.320000,56:4b:54:3b:84:8f,-62.1,-62.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.323000,4A:E9:21:8B:E1:CE,-70.7,-70.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.326000,22:55:7E:84:10:17,-68.5,-68.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.329000,52:9F:14:D9:81:25,-59.3,-59.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.332000,30:cc:21:14:be:83,-75.2,-75.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.335000,56:4b:54:3b:84:8f,-65.0,-65.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.338000,52:9F:14:D9:81:25,-35.9,-35.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.341000,52:9F:14:D9:81:25,-70.4,-70.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.344000,50:8a:06:fc:81:4d,-94.5,-94.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.347000,50:8a:06:fc:81:4d,-22.1,-22.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.350000,4A:E9:21:8B:E1:CE,-23.3,-23.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.353000,4A:E9:21:8B:E1:CE,-41.9,-41.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.356000,30:cc:21:14:be:83,-72.7,-72.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.359000,22:55:7E:84:10:17,-68.5,-68.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.362000,22:55:7E:84:10:17,-61.3,-61.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.365000,50:8a:06:fc:81:4d,-69.4,-69.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.368000,52:9F:14:D9:81:25,-24.3,-24.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.371000,56:4b:54:3b:84:8f,-73.8,-73.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.374000,22:55:7E:84:10:17,6.8,6.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.377000,4A:E9:21:8B:E1:CE,-24.4,-24.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.380000,22:55:7E:84:10:17,-60.8,-60.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.383000,22:55:7E:84:10:17,-23.6,-23.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.386000,4A:E9:21:8B:E1:CE,-0.2,-0.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.389000,4A:E9:21:8B:E1:CE,-62.0,-62.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.392000,22:55:7E:84:10:17,-48.7,-48.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.395000,22:55:7E:84:10:17,-69.9,-69.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.398000,22:55:7E:84:10:17,-60.3,-60.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.401000,52:9F:14:D9:81:25,-57.1,-57.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.404000,30:cc:21:14:be:83,-76.2,-76.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.407000,50:8a:06:fc:81:4d,-61.1,-61.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.410000,50:8a:06:fc:81:4d,-58.6,-58.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.413000,30:cc:21:14:be:83,-64.8,-64.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.416000,22:55:7E:84:10:17,-98.0,-98.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.419000,4A:E9:21:8B:E1:CE,-42.0,-42.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.422000,22:55:7E:84:10:17,-57.3,-57.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.425000,22:55:7E:84:10:17,-45.1,-45.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.428000,30:cc:21:14:be:83,-55.5,-55.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.431000,22:55:7E:84:10:17,3.6,3.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.434000,52:9F:14:D9:81:25,-74.6,-74.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.437000,50:8a:06:fc:81:4d,-22.6,-22.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.440000,52:9F:14:D9:81:25,-74.4,-74.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.443000,56:4b:54:3b:84:8f,-71.0,-71.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.446000,56:4b:54:3b:84:8f,-52.9,-52.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.449000,22:55:7E:84:10:17,1.4,1.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.452000,50:8a:06:fc:81:4d,-76.2,-76.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.455000,22:55:7E:84:10:17,3.6,3.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.458000,56:4b:54:3b:84:8f,-70.0,-70.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.461000,50:8a:06:fc:81:4d,-71.5,-71.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.464000,50:8a:06:fc:81:4d,-61.3,-61.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.467000,4A:E9:21:8B:E1:CE,-1.8,-1.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.470000,56:4b:54:3b:84:8f,-71.2,-71.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.473000,56:4b:54:3b:84:8f,-53.9,-53.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.476000,4A:E9:21:8B:E1:CE,-43.4,-43.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.479000,50:8a:06:fc:81:4d,-22.2,-22.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.482000,22:55:7E:84:10:17,-62.6,-62.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.485000,22:55:7E:84:10:17,-59.7,-59.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.488000,52:9F:14:D9:81:25,-73.6,-73.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.491000,56:4b:54:3b:84:8f,-60.7,-60.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.494000,56:4b:54:3b:84:8f,-67.5,-67.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.497000,50:8a:06:fc:81:4d,-43.7,-43.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.500000,52:9F:14:D9:81:25,-49.5,-49.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.503000,22:55:7E:84:10:17,-21.9,-21.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.506000,52:9F:14:D9:81:25,-74.0,-74.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.509000,52:9F:14:D9:81:25,-59.8,-59.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.512000,30:cc:21:14:be:83,-70.1,-70.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.515000,50:8a:06:fc:81:4d,-44.5,-44.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.518000,30:cc:21:14:be:83,-70.2,-70.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.521000,22:55:7E:84:10:17,3.2,3.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.524000,22:55:7E:84:10:17,-65.0,-65.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.527000,56:4b:54:3b:84:8f,-68.0,-68.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.530000,56:4b:54:3b:84:8f,-76.3,-76.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.533000,30:cc:21:14:be:83,-58.3,-58.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.536000,50:8a:06:fc:81:4d,-60.9,-60.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.539000,22:55:7E:84:10:17,-25.8,-25.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.542000,30:cc:21:14:be:83,-73.8,-73.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.545000,56:4b:54:3b:84:8f,-58.5,-58.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.548000,52:9F:14:D9:81:25,-52.7,-52.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.551000,4A:E9:21:8B:E1:CE,-68.8,-68.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.554000,30:cc:21:14:be:83,-52.7,-52.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.557000,52:9F:14:D9:81:25,-60.2,-60.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.560000,22:55:7E:84:10:17,-63.0,-63.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.563000,56:4b:54:3b:84:8f,-74.7,-74.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.566000,52:9F:14:D9:81:25,3.0,3.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.569000,22:55:7E:84:10:17,-67.0,-67.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.572000,22:55:7E:84:10:17,4.4,4.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.575000,52:9F:14:D9:81:25,-73.5,-73.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.578000,22:55:7E:84:10:17,1.1,1.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.581000,52:9F:14:D9:81:25,-70.2,-70.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.584000,52:9F:14:D9:81:25,-57.0,-57.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.587000,30:cc:21:14:be:83,-51.2,-51.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.590000,56:4b:54:3b:84:8f,-69.4,-69.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.593000,52:9F:14:D9:81:25,-67.6,-67.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.596000,22:55:7E:84:10:17,-74.6,-74.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.599000,56:4b:54:3b:84:8f,-67.2,-67.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.602000,22:55:7E:84:10:17,-50.0,-50.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.605000,30:cc:21:14:be:83,-54.6,-54.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.608000,52:9F:14:D9:81:25,-76.7,-76.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.611000,52:9F:14:D9:81:25,-58.1,-58.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.614000,22:55:7E:84:10:17,1.2,1.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.617000,4A:E9:21:8B:E1:CE,-76.0,-76.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.620000,22:55:7E:84:10:17,0.9,0.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.623000,50:8a:06:fc:81:4d,-44.4,-44.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.626000,56:4b:54:3b:84:8f,-64.8,-64.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.629000,56:4b:54:3b:84:8f,-70.7,-70.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.632000,4A:E9:21:8B:E1:CE,-63.0,-63.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.635000,50:8a:06:fc:81:4d,-70.0,-70.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.638000,22:55:7E:84:10:17,-70.1,-70.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.641000,52:9F:14:D9:81:25,-56.3,-56.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.644000,52:9F:14:D9:81:25,-70.8,-70.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.647000,30:cc:21:14:be:83,-67.6,-67.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.650000,30:cc:21:14:be:83,-70.2,-70.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.653000,22:55:7E:84:10:17,-45.8,-45.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.656000,4A:E9:21:8B:E1:CE,0.9,0.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.659000,50:8a:06:fc:81:4d,3.4,3.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.662000,50:8a:06:fc:81:4d,-43.7,-43.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.665000,52:9F:14:D9:81:25,-70.9,-70.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.668000,52:9F:14:D9:81:25,-70.2,-70.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.671000,4A:E9:21:8B:E1:CE,-23.8,-23.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.674000,52:9F:14:D9:81:25,-55.4,-55.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.677000,56:4b:54:3b:84:8f,-73.1,-73.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.680000,22:55:7E:84:10:17,-59.9,-59.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.683000,52:9F:14:D9:81:25,-68.7,-68.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.686000,22:55:7E:84:10:17,-61.2,-61.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.689000,30:cc:21:14:be:83,-56.3,-56.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.692000,30:cc:21:14:be:83,-58.9,-58.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.695000,22:55:7E:84:10:17,-56.7,-56.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.698000,30:cc:21:14:be:83,-70.2,-70.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.701000,30:cc:21:14:be:83,-33.9,-33.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.704000,4A:E9:21:8B:E1:CE,-41.9,-41.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.707000,22:55:7E:84:10:17,-44.2,-44.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.710000,22:55:7E:84:10:17,-69.2,-69.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.713000,30:cc:21:14:be:83,-57.0,-57.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.716000,22:55:7E:84:10:17,-74.0,-74.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.719000,50:8a:06:fc:81:4d,-67.5,-67.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.722000,50:8a:06:fc:81:4d,-46.9,-46.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.725000,50:8a:06:fc:81:4d,-47.9,-47.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.728000,22:55:7E:84:10:17,-0.8,-0.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.731000,56:4b:54:3b:84:8f,-75.3,-75.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.734000,4A:E9:21:8B:E1:CE,-24.2,-24.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.737000,50:8a:06:fc:81:4d,-70.1,-70.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.740000,52:9F:14:D9:81:25,-55.6,-55.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.743000,56:4b:54:3b:84:8f,-67.5,-67.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.746000,22:55:7E:84:10:17,-25.4,-25.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.749000,4A:E9:21:8B:E1:CE,-60.0,-60.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.752000,56:4b:54:3b:84:8f,-54.6,-54.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.755000,30:cc:21:14:be:83,-72.0,-72.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.758000,50:8a:06:fc:81:4d,-72.4,-72.4 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.761000,50:8a:06:fc:81:4d,-49.8,-49.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.764000,56:4b:54:3b:84:8f,-64.7,-64.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.767000,56:4b:54:3b:84:8f,-65.1,-65.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.770000,30:cc:21:14:be:83,-56.0,-56.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.773000,50:8a:06:fc:81:4d,-70.1,-70.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.776000,4A:E9:21:8B:E1:CE,-71.1,-71.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.779000,52:9F:14:D9:81:25,-71.8,-71.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.782000,56:4b:54:3b:84:8f,-65.2,-65.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.785000,4A:E9:21:8B:E1:CE,-22.5,-22.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.788000,52:9F:14:D9:81:25,-64.5,-64.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.791000,52:9F:14:D9:81:25,-70.5,-70.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.794000,56:4b:54:3b:84:8f,-55.0,-55.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.797000,4A:E9:21:8B:E1:CE,-63.3,-63.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.800000,52:9F:14:D9:81:25,-24.1,-24.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.803000,4A:E9:21:8B:E1:CE,-25.8,-25.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.806000,4A:E9:21:8B:E1:CE,-23.2,-23.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.809000,52:9F:14:D9:81:25,-64.2,-64.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.812000,52:9F:14:D9:81:25,-70.8,-70.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.815000,56:4b:54:3b:84:8f,-75.3,-75.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.818000,56:4b:54:3b:84:8f,-58.2,-58.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.821000,4A:E9:21:8B:E1:CE,-61.2,-61.2 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.824000,52:9F:14:D9:81:25,-72.6,-72.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.827000,4A:E9:21:8B:E1:CE,-57.3,-57.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.830000,4A:E9:21:8B:E1:CE,-44.1,-44.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.833000,22:55:7E:84:10:17,-46.0,-46.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.836000,50:8a:06:fc:81:4d,-22.9,-22.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.839000,4A:E9:21:8B:E1:CE,-68.1,-68.1 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.842000,4A:E9:21:8B:E1:CE,-45.9,-45.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.845000,4A:E9:21:8B:E1:CE,-40.5,-40.5 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.848000,30:cc:21:14:be:83,-68.6,-68.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.851000,4A:E9:21:8B:E1:CE,-23.0,-23.0 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.854000,30:cc:21:14:be:83,-75.7,-75.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.857000,22:55:7E:84:10:17,-46.8,-46.8 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.860000,52:9F:14:D9:81:25,-69.3,-69.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.863000,52:9F:14:D9:81:25,-72.7,-72.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.866000,22:55:7E:84:10:17,1.6,1.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.869000,56:4b:54:3b:84:8f,-64.6,-64.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.872000,22:55:7E:84:10:17,-23.9,-23.9 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.875000,52:9F:14:D9:81:25,-64.3,-64.3 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.878000,50:8a:06:fc:81:4d,-46.7,-46.7 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.881000,30:cc:21:14:be:83,-55.6,-55.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.884000,56:4b:54:3b:84:8f,-57.6,-57.6 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:22.887000,4A:E9:21:8B:E1:CE,-45.9,-45.9 dBm | Origem: Cliente desconhecido
